Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"D3","LED","LED_0805_2012Metric",167.482300,-178.445400,180.000000,top
"D3","LED","LED_0805_2012Metric",129.517700,-141.807400,0.000000,top
"D3","LED","LED_0805_2012Metric",129.517700,-71.994200,0.000000,top
"D3","LED","LED_0805_2012Metric",187.920900,-71.994200,0.000000,top
"D3","LED","LED_0805_2012Metric",187.920900,-211.620600,0.000000,top
"D3","LED","LED_0805_2012Metric",109.079100,-108.632200,180.000000,top
"D3","LED","LED_0805_2012Metric",167.482300,-38.819000,180.000000,top
"D4","LED","LED_0805_2012Metric",148.767700,-106.807400,180.000000,top
"D4","LED","LED_0805_2012Metric",207.170900,-176.620600,180.000000,top
"D4","LED","LED_0805_2012Metric",89.829100,-143.632200,0.000000,top
"D4","LED","LED_0805_2012Metric",148.767700,-36.994200,180.000000,top
"D4","LED","LED_0805_2012Metric",89.829100,-213.445400,0.000000,top
"D4","LED","LED_0805_2012Metric",148.232300,-73.819000,0.000000,top
"D4","LED","LED_0805_2012Metric",148.232300,-143.632200,0.000000,top
"D4","LED","LED_0805_2012Metric",148.232300,-213.445400,0.000000,top
"D4","LED","LED_0805_2012Metric",89.829100,-73.819000,0.000000,top
"D4","LED","LED_0805_2012Metric",148.767700,-176.620600,180.000000,top
"D4","LED","LED_0805_2012Metric",207.170900,-36.994200,180.000000,top
"D4","LED","LED_0805_2012Metric",207.170900,-106.807400,180.000000,top
"D5","LED","LED_0805_2012Metric",118.892700,-36.994200,0.000000,top
"D5","LED","LED_0805_2012Metric",178.107300,-73.819000,180.000000,top
"D5","LED","LED_0805_2012Metric",177.295900,-36.994200,0.000000,top
"D5","LED","LED_0805_2012Metric",177.295900,-176.620600,0.000000,top
"D5","LED","LED_0805_2012Metric",118.892700,-176.620600,0.000000,top
"D5","LED","LED_0805_2012Metric",119.704100,-73.819000,180.000000,top
"D5","LED","LED_0805_2012Metric",177.295900,-106.807400,0.000000,top
"D5","LED","LED_0805_2012Metric",119.704100,-213.445400,180.000000,top
"D5","LED","LED_0805_2012Metric",119.704100,-143.632200,180.000000,top
"D5","LED","LED_0805_2012Metric",118.892700,-106.807400,0.000000,top
"D5","LED","LED_0805_2012Metric",178.107300,-213.445400,180.000000,top
"D5","LED","LED_0805_2012Metric",178.107300,-143.632200,180.000000,top
"D6","LED","LED_0805_2012Metric",149.544800,-134.882200,0.000000,top
"D6","LED","LED_0805_2012Metric",149.544800,-65.069000,0.000000,top
"D6","LED","LED_0805_2012Metric",91.141600,-204.695400,0.000000,top
"D6","LED","LED_0805_2012Metric",205.858400,-45.744200,180.000000,top
"D6","LED","LED_0805_2012Metric",205.858400,-185.370600,180.000000,top
"D6","LED","LED_0805_2012Metric",147.455200,-185.370600,180.000000,top
"D6","LED","LED_0805_2012Metric",91.141600,-65.069000,0.000000,top
"D6","LED","LED_0805_2012Metric",147.455200,-45.744200,180.000000,top
"D6","LED","LED_0805_2012Metric",147.455200,-115.557400,180.000000,top
"D6","LED","LED_0805_2012Metric",149.544800,-204.695400,0.000000,top
"D6","LED","LED_0805_2012Metric",91.141600,-134.882200,0.000000,top
"D6","LED","LED_0805_2012Metric",205.858400,-115.557400,180.000000,top
"D7","LED","LED_0805_2012Metric",176.607300,-65.069000,180.000000,top
"D7","LED","LED_0805_2012Metric",120.392700,-45.744200,0.000000,top
"D7","LED","LED_0805_2012Metric",178.795900,-45.744200,0.000000,top
"D7","LED","LED_0805_2012Metric",176.607300,-134.882200,180.000000,top
"D7","LED","LED_0805_2012Metric",118.204100,-204.695400,180.000000,top
