Ref,Val,Package,MidX,MidY,Rotation,Layer
"R4","10","R_0603_1608Metric",85.790121,-41.248445,180.000000,top
"R5","10","R_0603_1608Metric",85.790121,-39.498445,180.000000,top
"R5","10","R_0603_1608Metric",85.790121,-180.529047,180.000000,top
"R5","10","R_0603_1608Metric",33.759519,-39.498445,180.000000,top
"R5","10","R_0603_1608Metric",85.790121,-110.013746,180.000000,top
"R5","10","R_0603_1608Metric",189.851325,-110.013746,180.000000,top
"R5","10","R_0603_1608Metric",189.851325,-180.529047,180.000000,top
"R5","10","R_0603_1608Metric",189.851325,-39.498445,180.000000,top
"R5","10","R_0603_1608Metric",137.820723,-110.013746,180.000000,top
"R5","10","R_0603_1608Metric",33.759519,-110.013746,180.000000,top
"R5","10","R_0603_1608Metric",137.820723,-39.498445,180.000000,top
"R5","10","R_0603_1608Metric",33.759519,-180.529047,180.000000,top
"R5","10","R_0603_1608Metric",137.820723,-180.529047,180.000000,top
"R6","10","R_0603_1608Metric",85.790121,-108.263746,180.000000,top
"R6","10","R_0603_1608Metric",33.759519,-108.263746,180.000000,top
"R6","10","R_0603_1608Metric",33.759519,-37.748445,180.000000,top
"R6","10","R_0603_1608Metric",33.759519,-178.779047,180.000000,top
"R6","10","R_0603_1608Metric",85.790121,-178.779047,180.000000,top
"R6","10","R_0603_1608Metric",137.820723,-108.263746,180.000000,top
"R6","10","R_0603_1608Metric",137.820723,-37.748445,180.000000,top
"R6","10","R_0603_1608Metric",137.820723,-178.779047,180.000000,top
"R6","10","R_0603_1608Metric",85.790121,-37.748445,180.000000,top
"R6","10","R_0603_1608Metric",189.851325,-178.779047,180.000000,top
"R6","10","R_0603_1608Metric",189.851325,-108.263746,180.000000,top
"R6","10","R_0603_1608Metric",189.851325,-37.748445,180.000000,top
"R7","10","R_0603_1608Metric",137.820723,-106.513746,180.000000,top
"R7","10","R_0603_1608Metric",85.790121,-177.029047,180.000000,top
"R7","10","R_0603_1608Metric",85.790121,-106.513746,180.000000,top
"R7","10","R_0603_1608Metric",33.759519,-35.998445,180.000000,top
"R7","10","R_0603_1608Metric",85.790121,-35.998445,180.000000,top
"R7","10","R_0603_1608Metric",33.759519,-177.029047,180.000000,top
"R7","10","R_0603_1608Metric",189.851325,-35.998445,180.000000,top
"R7","10","R_0603_1608Metric",137.820723,-177.029047,180.000000,top
"R7","10","R_0603_1608Metric",33.759519,-106.513746,180.000000,top
"R7","10","R_0603_1608Metric",189.851325,-177.029047,180.000000,top
"R7","10","R_0603_1608Metric",137.820723,-35.998445,180.000000,top
"R7","10","R_0603_1608Metric",189.851325,-106.513746,180.000000,top
"R8","100k","R_0603_1608Metric",123.820723,-33.998445,-90.000000,top
"R8","100k","R_0603_1608Metric",71.790121,-104.513746,-90.000000,top
"R8","100k","R_0603_1608Metric",123.820723,-104.513746,-90.000000,top
"R8","100k","R_0603_1608Metric",71.790121,-175.029047,-90.000000,top
"R8","100k","R_0603_1608Metric",19.759519,-104.513746,-90.000000,top
"R8","100k","R_0603_1608Metric",19.759519,-175.029047,-90.000000,top
"R8","100k","R_0603_1608Metric",71.790121,-33.998445,-90.000000,top
"R8","100k","R_0603_1608Metric",175.851325,-104.513746,-90.000000,top
"R8","100k","R_0603_1608Metric",19.759519,-33.998445,-90.000000,top
"R8","100k","R_0603_1608Metric",175.851325,-175.029047,-90.000000,top
"R8","100k","R_0603_1608Metric",123.820723,-175.029047,-90.000000,top
"R8","100k","R_0603_1608Metric",175.851325,-33.998445,-90.000000,top
"R9","100k","R_0603_1608Metric",181.601325,-29.498445,0.000000,top
"R9","100k","R_0603_1608Metric",25.509519,-170.529047,0.000000,top
"R9","100k","R_0603_1608Metric",25.509519,-29.498445,0.000000,top
"R9","100k","R_0603_1608Metric",25.509519,-100.013746,0.000000,top
"R9","100k","R_0603_1608Metric",129.570723,-29.498445,0.000000,top
"R9","100k","R_0603_1608Metric",77.540121,-170.529047,0.000000,top
"R9","100k","R_0603_1608Metric",77.540121,-100.013746,0.000000,top
"R9","100k","R_0603_1608Metric",129.570723,-100.013746,0.000000,top
"R9","100k","R_0603_1608Metric",77.540121,-29.498445,0.000000,top
"R9","100k","R_0603_1608Metric",181.601325,-170.529047,0.000000,top
"R9","100k","R_0603_1608Metric",181.601325,-100.013746,0.000000,top
"R9","100k","R_0603_1608Metric",129.570723,-170.529047,0.000000,top
"R10","100k","R_0603_1608Metric",87.540121,-56.998445,0.000000,top
"R10","100k","R_0603_1608Metric",191.601325,-198.029047,0.000000,top
"R10","100k","R_0603_1608Metric",35.509519,-198.029047,0.000000,top
"R10","100k","R_0603_1608Metric",35.509519,-56.998445,0.000000,top
"R10","100k","R_0603_1608Metric",87.540121,-127.513746,0.000000,top
"R10","100k","R_0603_1608Metric",191.601325,-56.998445,0.000000,top
"R10","100k","R_0603_1608Metric",87.540121,-198.029047,0.000000,top
"R10","100k","R_0603_1608Metric",191.601325,-127.513746,0.000000,top
"R10","100k","R_0603_1608Metric",139.570723,-56.998445,0.000000,top
"R10","100k","R_0603_1608Metric",35.509519,-127.513746,0.000000,top
"R10","100k","R_0603_1608Metric",139.570723,-127.513746,0.000000,top
"R10","100k","R_0603_1608Metric",139.570723,-198.029047,0.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",81.040121,-25.498445,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",81.040121,-166.529047,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",29.009519,-96.013746,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",133.070723,-25.498445,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",185.101325,-166.529047,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",133.070723,-166.529047,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",81.040121,-96.013746,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",29.009519,-166.529047,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",29.009519,-25.498445,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",185.101325,-96.013746,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",185.101325,-25.498445,180.000000,top
"SW1","SW_DPST_x2","SW_SPST_TL3342",133.070723,-96.013746,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",130.320723,-109.263746,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",78.290121,-109.263746,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",182.351325,-179.779047,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",26.259519,-38.748445,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",182.351325,-109.263746,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",182.351325,-38.748445,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",26.259519,-179.779047,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",26.259519,-109.263746,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",130.320723,-38.748445,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",78.290121,-38.748445,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",130.320723,-179.779047,180.000000,top
"U1","PY32F002AF15P6TU","TSSOP-20_4.4x6.5mm_P0.65mm",78.290121,-179.779047,180.000000,top
